time,Bz_k1_simulation,Bz_k1_linear_theory
1.99500000e+01,8.75471202e-02,7.31736104e-02
2.00000000e+01,8.83147012e-02,7.39829634e-02
2.00500000e+01,8.90797107e-02,7.48012684e-02
2.01000000e+01,8.98425234e-02,7.56286245e-02
2.01500000e+01,9.06035517e-02,7.64651317e-02
2.02000000e+01,9.13632425e-02,7.73108913e-02
2.02500000e+01,9.21220725e-02,7.81660056e-02
2.03000000e+01,9.28805461e-02,7.90305781e-02
2.03500000e+01,9.36391935e-02,7.99047134e-02
2.04000000e+01,9.43985690e-02,8.07885172e-02
2.04500000e+01,9.51592479e-02,8.16820966e-02
2.05000000e+01,9.59218224e-02,8.25855596e-02
2.05500000e+01,9.66868971e-02,8.34990156e-02
2.06000000e+01,9.74550849e-02,8.44225750e-02
2.06500000e+01,9.82270033e-02,8.53563497e-02
2.07000000e+01,9.90032713e-02,8.63004526e-02
2.07500000e+01,9.97845048e-02,8.72549979e-02
2.08000000e+01,1.00571314e-01,8.82201012e-02
2.08500000e+01,1.01364301e-01,8.91958793e-02
2.09000000e+01,1.02164056e-01,9.01824501e-02
2.09500000e+01,1.02971151e-01,9.11799332e-02
2.10000000e+01,1.03786142e-01,9.21884491e-02
2.10500000e+01,1.04609563e-01,9.32081200e-02
2.11000000e+01,1.05441917e-01,9.42390691e-02
2.11500000e+01,1.06283677e-01,9.52814213e-02
2.12000000e+01,1.07135283e-01,9.63353027e-02
2.12500000e+01,1.07997140e-01,9.74008407e-02
2.13000000e+01,1.08869616e-01,9.84781644e-02
2.13500000e+01,1.09753035e-01,9.95674040e-02
2.14000000e+01,1.10647682e-01,1.00668691e-01
2.14500000e+01,1.11553793e-01,1.01782160e-01
2.15000000e+01,1.12471562e-01,1.02907944e-01
2.15500000e+01,1.13401130e-01,1.04046180e-01
2.16000000e+01,1.14342590e-01,1.05197006e-01
2.16500000e+01,1.15295981e-01,1.06360561e-01
2.17000000e+01,1.16261288e-01,1.07536986e-01
2.17500000e+01,1.17238445e-01,1.08726423e-01
2.18000000e+01,1.18227337e-01,1.09929015e-01
2.18500000e+01,1.19227791e-01,1.11144910e-01
2.19000000e+01,1.20239582e-01,1.12374253e-01
2.19500000e+01,1.21262432e-01,1.13617193e-01
2.20000000e+01,1.22296011e-01,1.14873881e-01
2.20500000e+01,1.23339934e-01,1.16144469e-01
2.21000000e+01,1.24393769e-01,1.17429111e-01
2.21500000e+01,1.25457032e-01,1.18727962e-01
2.22000000e+01,1.26529194e-01,1.20041179e-01
2.22500000e+01,1.27609681e-01,1.21368921e-01
2.23000000e+01,1.28697876e-01,1.22711349e-01
2.23500000e+01,1.29793119e-01,1.24068625e-01
2.24000000e+01,1.30894712e-01,1.25440914e-01
2.24500000e+01,1.32001922e-01,1.26828381e-01
2.25000000e+01,1.33113982e-01,1.28231195e-01
2.25500000e+01,1.34230095e-01,1.29649524e-01
2.26000000e+01,1.35349435e-01,1.31083542e-01
2.26500000e+01,1.36471152e-01,1.32533420e-01
2.27000000e+01,1.37594377e-01,1.33999336e-01
2.27500000e+01,1.38718225e-01,1.35481465e-01
2.28000000e+01,1.39841796e-01,1.36979988e-01
2.28500000e+01,1.40964184e-01,1.38495086e-01
2.29000000e+01,1.42084471e-01,1.40026941e-01
2.29500000e+01,1.43201742e-01,1.41575740e-01
2.30000000e+01,1.44315079e-01,1.43141670e-01
2.30500000e+01,1.45423576e-01,1.44724921e-01
2.31000000e+01,1.46526335e-01,1.46325683e-01
2.31500000e+01,1.47622472e-01,1.47944151e-01
2.32000000e+01,1.48711118e-01,1.49580520e-01
2.32500000e+01,1.49791425e-01,1.51234988e-01
2.33000000e+01,1.50862564e-01,1.52907757e-01
2.33500000e+01,1.51923738e-01,1.54599027e-01
2.34000000e+01,1.52974182e-01,1.56309004e-01
2.34500000e+01,1.54013163e-01,1.58037894e-01
2.35000000e+01,1.55039987e-01,1.59785908e-01
2.35500000e+01,1.56053994e-01,1.61553255e-01
2.36000000e+01,1.57054567e-01,1.63340151e-01
2.36500000e+01,1.58041131e-01,1.65146811e-01
2.37000000e+01,1.59013160e-01,1.66973454e-01
2.37500000e+01,1.59970173e-01,1.68820301e-01
2.38000000e+01,1.60911739e-01,1.70687576e-01
2.38500000e+01,1.61837476e-01,1.72575503e-01
2.39000000e+01,1.62747057e-01,1.74484313e-01
2.39500000e+01,1.63640205e-01,1.76414236e-01
2.40000000e+01,1.64516695e-01,1.78365505e-01
2.40500000e+01,1.65376354e-01,1.80338356e-01
2.41000000e+01,1.66219062e-01,1.82333029e-01
2.41500000e+01,1.67044754e-01,1.84349764e-01
2.42000000e+01,1.67853415e-01,1.86388805e-01
2.42500000e+01,1.68645086e-01,1.88450400e-01
2.43000000e+01,1.69419851e-01,1.90534798e-01
2.43500000e+01,1.70177842e-01,1.92642250e-01
2.44000000e+01,1.70919238e-01,1.94773012e-01
2.44500000e+01,1.71644267e-01,1.96927343e-01
2.45000000e+01,1.72353201e-01,1.99105501e-01
2.45500000e+01,1.73046353e-01,2.01307752e-01
2.46000000e+01,1.73724070e-01,2.03534361e-01
2.46500000e+01,1.74386740e-01,2.05785598e-01
2.47000000e+01,1.75034779e-01,2.08061736e-01
2.47500000e+01,1.75668639e-01,2.10363049e-01
2.48000000e+01,1.76288799e-01,2.12689816e-01
2.48500000e+01,1.76895763e-01,2.15042319e-01
2.49000000e+01,1.77490047e-01,2.17420843e-01
2.49500000e+01,1.78072183e-01,2.19825674e-01
2.50000000e+01,1.78642721e-01,2.22257105e-01
2.50500000e+01,1.79202220e-01,2.24715429e-01
2.51000000e+01,1.79751244e-01,2.27200944e-01
2.51500000e+01,1.80290359e-01,2.29713951e-01
2.52000000e+01,1.80820132e-01,2.32254753e-01
2.52500000e+01,1.81341130e-01,2.34823658e-01
2.53000000e+01,1.81853906e-01,2.37420978e-01
2.53500000e+01,1.82359008e-01,2.40047025e-01
2.54000000e+01,1.82856967e-01,2.42702119e-01
2.54500000e+01,1.83348296e-01,2.45386579e-01
2.55000000e+01,1.83833490e-01,2.48100732e-01
2.55500000e+01,1.84313023e-01,2.50844906e-01
2.56000000e+01,1.84787340e-01,2.53619431e-01
2.56500000e+01,1.85256855e-01,2.56424646e-01
2.57000000e+01,1.85721953e-01,2.59260887e-01
2.57500000e+01,1.86182981e-01,2.62128500e-01
2.58000000e+01,1.86640253e-01,2.65027831e-01
2.58500000e+01,1.87094043e-01,2.67959230e-01
2.59000000e+01,1.87544583e-01,2.70923053e-01
2.59500000e+01,1.87992064e-01,2.73919657e-01
2.60000000e+01,1.88436631e-01,2.76949407e-01
2.60500000e+01,1.88878390e-01,2.80012667e-01
2.61000000e+01,1.89317401e-01,2.83109810e-01
2.61500000e+01,1.89753681e-01,2.86241209e-01
2.62000000e+01,1.90187203e-01,2.89407243e-01
2.62500000e+01,1.90617895e-01,2.92608296e-01
2.63000000e+01,1.91045639e-01,2.95844755e-01
2.63500000e+01,1.91470275e-01,2.99117012e-01
2.64000000e+01,1.91891595e-01,3.02425462e-01
2.64500000e+01,1.92309350e-01,3.05770507e-01
2.65000000e+01,1.92723250e-01,3.09152549e-01
2.65500000e+01,1.93132967e-01,3.12572000e-01
2.66000000e+01,1.93538132e-01,3.16029272e-01
2.66500000e+01,1.93938342e-01,3.19524784e-01
2.67000000e+01,1.94333161e-01,3.23058959e-01
2.67500000e+01,1.94722124e-01,3.26632224e-01
2.68000000e+01,1.95104734e-01,3.30245013e-01
2.68500000e+01,1.95480470e-01,3.33897761e-01
2.69000000e+01,1.95848785e-01,3.37590912e-01
2.69500000e+01,1.96209113e-01,3.41324911e-01
2.70000000e+01,1.96560873e-01,3.45100211e-01
2.70500000e+01,1.96903472e-01,3.48917269e-01
2.71000000e+01,1.97236307e-01,3.52776546e-01
2.71500000e+01,1.97558770e-01,3.56678509e-01
2.72000000e+01,1.97870247e-01,3.60623631e-01
2.72500000e+01,1.98170129e-01,3.64612389e-01
2.73000000e+01,1.98457811e-01,3.68645266e-01
2.73500000e+01,1.98732693e-01,3.72722749e-01
2.74000000e+01,1.98994189e-01,3.76845331e-01
2.74500000e+01,1.99241728e-01,3.81013513e-01
2.75000000e+01,1.99474757e-01,3.85227798e-01
2.75500000e+01,1.99692747e-01,3.89488696e-01
2.76000000e+01,1.99895191e-01,3.93796722e-01
2.76500000e+01,2.00081616e-01,3.98152398e-01
2.77000000e+01,2.00251579e-01,4.02556251e-01
2.77500000e+01,2.00404672e-01,4.07008814e-01
2.78000000e+01,2.00540521e-01,4.11510626e-01
2.78500000e+01,2.00658795e-01,4.16062231e-01
2.79000000e+01,2.00759205e-01,4.20664180e-01
2.79500000e+01,2.00841506e-01,4.25317029e-01
2.80000000e+01,2.00905503e-01,4.30021343e-01
2.80500000e+01,2.00951051e-01,4.34777690e-01
2.81000000e+01,2.00978054e-01,4.39586645e-01
2.81500000e+01,2.00986465e-01,4.44448791e-01
2.82000000e+01,2.00976295e-01,4.49364716e-01
2.82500000e+01,2.00947607e-01,4.54335014e-01
2.83000000e+01,2.00900521e-01,4.59360287e-01
2.83500000e+01,2.00835208e-01,4.64441144e-01
2.84000000e+01,2.00751890e-01,4.69578199e-01
2.84500000e+01,2.00650846e-01,4.74772073e-01
2.85000000e+01,2.00532412e-01,4.80023395e-01
2.85500000e+01,2.00396973e-01,4.85332800e-01
2.86000000e+01,2.00244964e-01,4.90700932e-01
2.86500000e+01,2.00076868e-01,4.96128439e-01
2.87000000e+01,1.99893218e-01,5.01615978e-01
2.87500000e+01,1.99694598e-01,5.07164213e-01
2.88000000e+01,1.99481636e-01,5.12773815e-01
2.88500000e+01,1.99255001e-01,5.18445464e-01
2.89000000e+01,1.99015406e-01,5.24179845e-01
2.89500000e+01,1.98763599e-01,5.29977653e-01
2.90000000e+01,1.98500361e-01,5.35839589e-01
2.90500000e+01,1.98226506e-01,5.41766362e-01
2.91000000e+01,1.97942878e-01,5.47758689e-01
2.91500000e+01,1.97650341e-01,5.53817296e-01
2.92000000e+01,1.97349781e-01,5.59942916e-01
2.92500000e+01,1.97042099e-01,5.66136289e-01
2.93000000e+01,1.96728214e-01,5.72398165e-01
2.93500000e+01,1.96409053e-01,5.78729302e-01
2.94000000e+01,1.96085550e-01,5.85130466e-01
2.94500000e+01,1.95758639e-01,5.91602432e-01
2.95000000e+01,1.95429254e-01,5.98145982e-01
2.95500000e+01,1.95098320e-01,6.04761909e-01
2.96000000e+01,1.94766753e-01,6.11451013e-01
2.96500000e+01,1.94435455e-01,6.18214103e-01
2.97000000e+01,1.94105309e-01,6.25051997e-01
2.97500000e+01,1.93777179e-01,6.31965524e-01
2.98000000e+01,1.93451899e-01,6.38955519e-01
2.98500000e+01,1.93130276e-01,6.46022829e-01
2.99000000e+01,1.92813083e-01,6.53168308e-01
2.99500000e+01,1.92501060e-01,6.60392821e-01
3.00000000e+01,1.92194905e-01,6.67697243e-01
3.00500000e+01,1.91895275e-01,6.75082457e-01
3.01000000e+01,1.91602782e-01,6.82549357e-01
3.01500000e+01,1.91317989e-01,6.90098846e-01
3.02000000e+01,1.91041407e-01,6.97731838e-01
3.02500000e+01,1.90773498e-01,7.05449256e-01
3.03000000e+01,1.90514670e-01,7.13252034e-01
3.03500000e+01,1.90265272e-01,7.21141117e-01
3.04000000e+01,1.90025597e-01,7.29117459e-01
3.04500000e+01,1.89795882e-01,7.37182024e-01
3.05000000e+01,1.89576308e-01,7.45335790e-01
3.05500000e+01,1.89366993e-01,7.53579743e-01
3.06000000e+01,1.89167993e-01,7.61914879e-01
3.06500000e+01,1.88979305e-01,7.70342208e-01
3.07000000e+01,1.88800863e-01,7.78862749e-01
3.07500000e+01,1.88632543e-01,7.87477534e-01
3.08000000e+01,1.88474166e-01,7.96187604e-01
3.08500000e+01,1.88325495e-01,8.04994015e-01
3.09000000e+01,1.88186239e-01,8.13897830e-01
3.09500000e+01,1.88056049e-01,8.22900128e-01
3.10000000e+01,1.87934524e-01,8.32001998e-01
3.10500000e+01,1.87821213e-01,8.41204541e-01
3.11000000e+01,1.87715619e-01,8.50508871e-01
3.11500000e+01,1.87617203e-01,8.59916113e-01
3.12000000e+01,1.87525379e-01,8.69427407e-01
3.12500000e+01,1.87439526e-01,8.79043902e-01
3.13000000e+01,1.87358989e-01,8.88766763e-01
3.13500000e+01,1.87283079e-01,8.98597165e-01
3.14000000e+01,1.87211082e-01,9.08536299e-01
3.14500000e+01,1.87142255e-01,9.18585367e-01
3.15000000e+01,1.87075836e-01,9.28745585e-01
3.15500000e+01,1.87011046e-01,9.39018182e-01
3.16000000e+01,1.86947092e-01,9.49404401e-01
3.16500000e+01,1.86883177e-01,9.59905500e-01
3.17000000e+01,1.86818496e-01,9.70522748e-01
3.17500000e+01,1.86752247e-01,9.81257431e-01
3.18000000e+01,1.86683627e-01,9.92110847e-01
3.18500000e+01,1.86611849e-01,1.00308431e+00
3.19000000e+01,1.86536136e-01,1.01417915e+00
3.19500000e+01,1.86455725e-01,1.02539670e+00
3.20000000e+01,1.86369877e-01,1.03673833e+00
3.20500000e+01,1.86277875e-01,1.04820540e+00
3.21000000e+01,1.86179031e-01,1.05979931e+00
3.21500000e+01,1.86072689e-01,1.07152146e+00
3.22000000e+01,1.85958229e-01,1.08337326e+00
3.22500000e+01,1.85835072e-01,1.09535615e+00
3.23000000e+01,1.85702675e-01,1.10747158e+00
3.23500000e+01,1.85560543e-01,1.11972102e+00
3.24000000e+01,1.85408225e-01,1.13210594e+00
3.24500000e+01,1.85245319e-01,1.14462785e+00
3.25000000e+01,1.85071477e-01,1.15728826e+00
3.25500000e+01,1.84886404e-01,1.17008871e+00
3.26000000e+01,1.84689858e-01,1.18303073e+00
3.26500000e+01,1.84481653e-01,1.19611591e+00
3.27000000e+01,1.84261658e-01,1.20934581e+00
3.27500000e+01,1.84029802e-01,1.22272205e+00
3.28000000e+01,1.83786073e-01,1.23624624e+00
3.28500000e+01,1.83530515e-01,1.24992002e+00
3.29000000e+01,1.83263236e-01,1.26374504e+00
3.29500000e+01,1.82984400e-01,1.27772297e+00
3.30000000e+01,1.82694227e-01,1.29185551e+00
3.30500000e+01,1.82392997e-01,1.30614436e+00
3.31000000e+01,1.82081045e-01,1.32059126e+00
3.31500000e+01,1.81758761e-01,1.33519796e+00
3.32000000e+01,1.81426587e-01,1.34996621e+00
3.32500000e+01,1.81085014e-01,1.36489781e+00
3.33000000e+01,1.80734579e-01,1.37999457e+00
3.33500000e+01,1.80375860e-01,1.39525831e+00
3.34000000e+01,1.80009478e-01,1.41069087e+00
3.34500000e+01,1.79636092e-01,1.42629413e+00
3.35000000e+01,1.79256395e-01,1.44206997e+00
3.35500000e+01,1.78871111e-01,1.45802031e+00
3.36000000e+01,1.78480998e-01,1.47414707e+00
3.36500000e+01,1.78086840e-01,1.49045220e+00
3.37000000e+01,1.77689434e-01,1.50693768e+00
3.37500000e+01,1.77289595e-01,1.52360550e+00
3.38000000e+01,1.76888148e-01,1.54045767e+00
3.38500000e+01,1.76485925e-01,1.55749625e+00
3.39000000e+01,1.76083766e-01,1.57472328e+00
3.39500000e+01,1.75682509e-01,1.59214086e+00
3.40000000e+01,1.75282989e-01,1.60975109e+00
3.40500000e+01,1.74886031e-01,1.62755610e+00
3.41000000e+01,1.74492448e-01,1.64555804e+00
3.41500000e+01,1.74103033e-01,1.66375910e+00
3.42000000e+01,1.73718557e-01,1.68216148e+00
3.42500000e+01,1.73339764e-01,1.70076740e+00
3.43000000e+01,1.72967373e-01,1.71957912e+00
3.43500000e+01,1.72602068e-01,1.73859891e+00
3.44000000e+01,1.72244496e-01,1.75782907e+00
3.44500000e+01,1.71895264e-01,1.77727193e+00
3.45000000e+01,1.71554938e-01,1.79692984e+00
3.45500000e+01,1.71224040e-01,1.81680518e+00
3.46000000e+01,1.70903041e-01,1.83690036e+00
3.46500000e+01,1.70592361e-01,1.85721780e+00
3.47000000e+01,1.70292366e-01,1.87775997e+00
3.47500000e+01,1.70003366e-01,1.89852936e+00
3.48000000e+01,1.69725617e-01,1.91952846e+00
3.48500000e+01,1.69459315e-01,1.94075983e+00
3.49000000e+01,1.69204601e-01,1.96222604e+00
3.49500000e+01,1.68961554e-01,1.98392968e+00
3.50000000e+01,1.68730195e-01,2.00587337e+00
3.50500000e+01,1.68510485e-01,2.02805978e+00
3.51000000e+01,1.68302329e-01,2.05049159e+00
3.51500000e+01,1.68105572e-01,2.07317151e+00
3.52000000e+01,1.67920001e-01,2.09610228e+00
3.52500000e+01,1.67745347e-01,2.11928669e+00
3.53000000e+01,1.67581286e-01,2.14272753e+00
3.53500000e+01,1.67427441e-01,2.16642764e+00
3.54000000e+01,1.67283388e-01,2.19038990e+00
3.54500000e+01,1.67148653e-01,2.21461719e+00
3.55000000e+01,1.67022714e-01,2.23911246e+00
3.55500000e+01,1.66905009e-01,2.26387866e+00
3.56000000e+01,1.66794933e-01,2.28891879e+00
3.56500000e+01,1.66691844e-01,2.31423589e+00
3.57000000e+01,1.66595064e-01,2.33983301e+00
3.57500000e+01,1.66503889e-01,2.36571325e+00
3.58000000e+01,1.66417588e-01,2.39187975e+00
3.58500000e+01,1.66335408e-01,2.41833567e+00
3.59000000e+01,1.66256580e-01,2.44508421e+00
3.59500000e+01,1.66180321e-01,2.47212861e+00
3.60000000e+01,1.66105838e-01,2.49947213e+00
3.60500000e+01,1.66032334e-01,2.52711810e+00
3.61000000e+01,1.65959005e-01,2.55506985e+00
3.61500000e+01,1.65885053e-01,2.58333077e+00
3.62000000e+01,1.65809690e-01,2.61190428e+00
3.62500000e+01,1.65732137e-01,2.64079382e+00
3.63000000e+01,1.65651633e-01,2.67000291e+00
3.63500000e+01,1.65567435e-01,2.69953507e+00
3.64000000e+01,1.65478825e-01,2.72939388e+00
3.64500000e+01,1.65385106e-01,2.75958295e+00
3.65000000e+01,1.65285618e-01,2.79010593e+00
3.65500000e+01,1.65179737e-01,2.82096652e+00
3.66000000e+01,1.65066877e-01,2.85216845e+00
3.66500000e+01,1.64946497e-01,2.88371549e+00
3.67000000e+01,1.64818097e-01,2.91561147e+00
3.67500000e+01,1.64681225e-01,2.94786023e+00
3.68000000e+01,1.64535475e-01,2.98046570e+00
3.68500000e+01,1.64380496e-01,3.01343180e+00
3.69000000e+01,1.64215992e-01,3.04676254e+00
3.69500000e+01,1.64041725e-01,3.08046193e+00
3.70000000e+01,1.63857512e-01,3.11453406e+00
3.70500000e+01,1.63663229e-01,3.14898306e+00
3.71000000e+01,1.63458807e-01,3.18381309e+00
3.71500000e+01,1.63244240e-01,3.21902836e+00
3.72000000e+01,1.63019581e-01,3.25463314e+00
3.72500000e+01,1.62784946e-01,3.29063173e+00
3.73000000e+01,1.62540511e-01,3.32702850e+00
3.73500000e+01,1.62286511e-01,3.36382784e+00
3.74000000e+01,1.62023237e-01,3.40103420e+00
3.74500000e+01,1.61751034e-01,3.43865210e+00
3.75000000e+01,1.61470301e-01,3.47668608e+00
3.75500000e+01,1.61181493e-01,3.51514074e+00
3.76000000e+01,1.60885118e-01,3.55402073e+00
3.76500000e+01,1.60581734e-01,3.59333077e+00
3.77000000e+01,1.60271946e-01,3.63307560e+00
3.77500000e+01,1.59956404e-01,3.67326004e+00
3.78000000e+01,1.59635795e-01,3.71388895e+00
3.78500000e+01,1.59310836e-01,3.75496725e+00
3.79000000e+01,1.58982279e-01,3.79649990e+00
3.79500000e+01,1.58650905e-01,3.83849193e+00
3.80000000e+01,1.58317526e-01,3.88094842e+00
3.80500000e+01,1.57982974e-01,3.92387452e+00
3.81000000e+01,1.57648099e-01,3.96727540e+00
3.81500000e+01,1.57313764e-01,4.01115634e+00
3.82000000e+01,1.56980839e-01,4.05552262e+00
3.82500000e+01,1.56650199e-01,4.10037963e+00
3.83000000e+01,1.56322721e-01,4.14573279e+00
3.83500000e+01,1.55999274e-01,4.19158759e+00
3.84000000e+01,1.55680725e-01,4.23794958e+00
3.84500000e+01,1.55367928e-01,4.28482437e+00
3.85000000e+01,1.55061717e-01,4.33221762e+00
3.85500000e+01,1.54762906e-01,4.38013508e+00
3.86000000e+01,1.54472287e-01,4.42858253e+00
3.86500000e+01,1.54190621e-01,4.47756586e+00
3.87000000e+01,1.53918636e-01,4.52709097e+00
3.87500000e+01,1.53657022e-01,4.57716387e+00
3.88000000e+01,1.53406428e-01,4.62779060e+00
3.88500000e+01,1.53167463e-01,4.67897731e+00
3.89000000e+01,1.52940689e-01,4.73073018e+00
3.89500000e+01,1.52726623e-01,4.78305548e+00
3.90000000e+01,1.52525731e-01,4.83595952e+00
3.90500000e+01,1.52338425e-01,4.88944873e+00
3.91000000e+01,1.52165062e-01,4.94352957e+00
3.91500000e+01,1.52005941e-01,4.99820857e+00
3.92000000e+01,1.51861305e-01,5.05349237e+00
3.92500000e+01,1.51731333e-01,5.10938765e+00
3.93000000e+01,1.51616149e-01,5.16590117e+00
3.93500000e+01,1.51515815e-01,5.22303977e+00
3.94000000e+01,1.51430334e-01,5.28081036e+00
3.94500000e+01,1.51359649e-01,5.33921994e+00
3.95000000e+01,1.51303643e-01,5.39827557e+00
3.95500000e+01,1.51262143e-01,5.45798439e+00
3.96000000e+01,1.51234920e-01,5.51835364e+00
3.96500000e+01,1.51221686e-01,5.57939062e+00
3.97000000e+01,1.51222098e-01,5.64110271e+00
3.97500000e+01,1.51235760e-01,5.70349739e+00
3.98000000e+01,1.51262225e-01,5.76658219e+00
3.98500000e+01,1.51301000e-01,5.83036475e+00
3.99000000e+01,1.51351548e-01,5.89485280e+00
